"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
41,"No","Travel_Rarely",1450,"Research & Development",12,4,"Life Sciences",1,1158,2,"Male",NA,3,1,"Laboratory Technician",4,"Married",4268.62284158402,9051,3,"Y","Yes",11,3,1,80,1,6,4,3,1,0,0,0
31,"Yes","Travel_Frequently",874,"Research & Development",15,2,"Medical",1,1160,3,"Male",72,3,1,"Laboratory Technician",3,"Married",8828.55985544284,6233,1,"Y","No",12,3,3,15,1,8,5,2,2,2,2,2
NA,"No",NA,317,"Research & Development",25,2,"Medical",1,1161,3,"Female",52,2,2,"Healthcare Representative",4,"Divorced",12129.9139449604,17171,5,"Y","No",13,3,NA,80,2,9,NA,3,6,2,1,3
27,"No","Travel_Rarely",846,"Research & Development",6,3,"Life Sciences",1,1162,NA,"Male",55,2,1,"Research Scientist",3,"Married",700.791324735844,7950,5,"Y","No",23,3,3,80,1,4,0,3,4,2,0,2
34,"No","Travel_Rarely",1400,"Sales",9,1,"Life Sciences",1,1163,1,"Female",NA,1,3,"Sales Executive",3,"Married",NA,NA,1,"Y","No",20,4,1,80,0,6,3,2,6,1,1,3
35,"No","Travel_Rarely",528,"Human Resources",NA,4,"Technical Degree",NA,1164,3,"Male",100,3,1,NA,3,NA,5766.03316607169,7108,1,"Y","No",17,3,2,97,0,6,2,1,5,4,1,4
41,"Yes","Travel_Rarely",408,"Sales",NA,1,"Life Sciences",1,1165,NA,"Female",45,2,3,"Sales Executive",1,"Married",12513.8501273764,11162,1,"Y","No",13,3,1,80,1,11,3,1,55,8,3,10
40,"No","Travel_Frequently",593,"Research & Development",9,4,"Medical",1,1166,4,"Female",88,3,5,"Research Director",3,"Single",117812,13782,9,"Y","No",17,3,3,80,0,20,3,2,18,7,2,12
42,"Yes","Travel_Frequently",481,"Sales",12,3,"Life Sciences",1,1167,3,"Male",44,NA,4,"Sales Executive",1,NA,12022.7017700163,2447,NA,"Y","Yes",12,3,2,47,0,22,2,2,21,9,13,17
NA,"No","Travel_Rarely",647,"Sales",4,4,"Marketing",1,1171,2,"Male",45,3,2,NA,1,"Single",12712.956467616,2253,7,"Y","No",NA,3,4,80,NA,10,3,3,6,NA,1,5
35,"No","Travel_Rarely",982,"Research & Development",1,4,"Medical",1,1172,4,"Male",58,2,1,"Laboratory Technician",3,"Married",1359.83768154935,16340,NA,"Y",NA,12,NA,2,80,1,10,2,3,8,0,1,7
24,"No","Travel_Rarely",477,"Research & Development",24,1,"Medical",1,1173,NA,"Male",49,3,1,"Laboratory Technician",2,"Single",86843,6409,8,"Y","No",22,4,4,80,0,3,2,NA,4,3,1,6
28,"Yes","Travel_Rarely",1485,"Research & Development",12,1,"Life Sciences",1,1175,3,"Female",79,3,1,"Laboratory Technician",4,"Married",1793.09007509345,22955,1,"Y","Yes",11,3,4,80,0,1,4,2,1,9,0,0
32,"No","Travel_Rarely",1384,"Research & Development",3,4,"Medical",1,NA,1,"Male",32,4,1,"Laboratory Technician",4,"Married",475.575886800563,13421,1,"Y","No",22,4,2,80,1,8,2,3,8,7,0,7
30,"No","Travel_Rarely",852,"Sales",10,3,"Marketing",1,1179,3,"Male",72,2,2,"Sales Executive",3,"Married",12485.1031205855,6402,1,"Y","No",18,NA,1,80,0,10,3,3,10,3,1,12
40,"No","Travel_Frequently",902,"Research & Development",26,2,"Medical",1,1180,3,"Female",92,2,2,"Research Scientist",4,"Married",1060.42147406848,21203,3,"Y","Yes",13,3,3,80,1,16,3,1,1,1,0,0
35,"No","Travel_Rarely",819,"Research & Development",2,3,"Life Sciences",1,1182,3,"Male",80,2,3,"Manufacturing Director",2,"Divorced",38646,19588,2,"Y","No",18,3,2,80,1,7,2,4,7,7,6,6
34,"No","Travel_Frequently",669,"Research & Development",1,3,"Medical",1,1184,NA,"Male",97,2,2,"Healthcare Representative",1,"Single",17065.3769275225,25755,0,"Y","No",20,4,3,84,0,14,3,3,65,NA,4,9
35,NA,"Travel_Frequently",636,"Research & Development",4,NA,"Other",1,620,4,"Male",NA,2,1,"Laboratory Technician",4,"Married",2771.40646028988,26537,1,"Y","No",13,3,2,NA,1,36,1,1,10,2,2,2
43,"Yes","Travel_Rarely",1372,"Sales",9,3,"Marketing",1,1407,1,"Female",85,NA,2,"Sales Executive",3,"Single",NA,9489,8,"Y","No",13,3,2,80,NA,7,2,NA,4,11,1,3
32,"No","Non-Travel",862,"Sales",2,1,"Life Sciences",21,343,3,"Female",76,NA,1,"Sales Representative",1,"Divorced",3364.14301091946,14947,1,"Y","No",12,3,3,80,3,1,3,3,1,0,0,0
56,"No","Travel_Rarely",718,"Research & Development",4,4,NA,1,830,4,"Female",92,3,5,"Manager",1,"Divorced",7366.61508928657,18575,4,"Y",NA,13,3,4,80,1,28,2,3,5,2,4,2
29,"No","Travel_Rarely",NA,"Research & Development",6,1,"Medical",1,1192,2,"Female",54,3,1,"Laboratory Technician",NA,"Married",119.739111723262,26342,1,"Y","No",13,3,1,80,1,10,5,3,10,8,NA,8
19,"No","Travel_Rarely",645,"Research & Development",9,2,"Life Sciences",99,1193,3,"Male",54,3,NA,"Research Scientist",1,"Single",3543.44844369413,7172,6,"Y","No",25,4,3,80,0,1,4,1,1,1,NA,0
45,"No","Travel_Rarely",1457,"Research & Development",7,3,"Medical",NA,1195,NA,"Female",83,3,1,"Research Scientist",3,"Married",8409.17522031117,NA,NA,"Y","Yes",NA,3,3,80,1,7,2,1,3,NA,0,2
NA,"No","Travel_Rarely",977,"Research & Development",1,3,"Life Sciences",1,1961,4,"Female",56,2,2,"Manufacturing Director",NA,"Married",NA,9961,1,"Y","No",13,3,2,NA,1,14,2,2,14,8,3,3
20,"No","Travel_Rarely",805,"Research & Development",3,3,"Life Sciences",1,1198,1,"Male",87,2,1,"Laboratory Technician",3,"Single",6723.69789074326,12828,1,"Y","No",12,3,1,80,0,2,3,2,2,2,1,2
44,"Yes","Travel_Rarely",703,"Research & Development",10,4,NA,1,1200,3,"Male",96,3,1,"Research Scientist",3,"Single",3321,10826,1,"Y","Yes",11,3,3,80,0,6,3,3,6,NA,0,2
56,"No","Travel_Rarely",1223,"Research & Development",7,2,"Medical",29,1201,4,"Female",50,3,5,"Manager",3,"Divorced",119042.498329483,18640,3,"Y","No",23,3,2,80,1,26,6,3,7,8,4,7
29,"No","Travel_Rarely",942,"Research & Development",17,1,"Life Sciences",1,461,2,"Female",69,1,1,"Research Scientist",4,"Married",4443.00799147535,10658,0,"Y","Yes",15,4,1,80,1,6,2,2,5,4,1,3
22,"Yes","Travel_Frequently",1256,"Research & Development",NA,4,"Life Sciences",99,1203,3,"Male",48,2,1,"Research Scientist",4,"Married",8663.30198890333,4223,0,"Y","Yes",13,3,2,80,1,1,5,3,15,0,0,7
46,"No","Travel_Rarely",1402,"Sales",2,3,"Marketing",1,1204,3,"Female",69,3,4,"Manager",1,"Married",28641.5254782254,24097,8,"Y",NA,23,4,1,97,3,28,2,3,NA,15,15,9
44,NA,"Non-Travel",111,"Research & Development",27,NA,"Life Sciences",2,1206,1,NA,74,1,4,"Research Scientist",3,"Single",643.925395067254,4279,2,"Y","No",13,3,NA,80,0,6,3,3,0,0,0,0
33,"No","Travel_Rarely",147,"Human Resources",2,3,"Human Resources",1,1207,2,"Male",99,3,1,"Human Resources",3,"Married",1082.85782326158,8429,1,"Y","No",13,3,4,80,1,5,2,3,5,4,1,4
37,"Yes","Non-Travel",906,"Research & Development",5,2,"Life Sciences",1,1210,1,"Male",95,2,1,"Research Scientist",1,"Divorced",369.226622045639,20293,6,"Y","No",17,3,1,80,1,5,1,1,83,0,0,NA
30,"No","Travel_Rarely",1329,"Sales",29,4,"Life Sciences",1,1211,3,"Male",61,3,2,"Sales Executive",1,"Divorced",17679.6485570988,13192,5,"Y","No",19,3,3,80,3,8,3,2,4,3,0,3
40,"No","Travel_Frequently",1184,"Sales",2,4,NA,1,1212,2,"Male",62,3,2,"Sales Executive",2,"Married",7250.12256306191,25440,5,"Y","No",12,3,4,80,2,NA,2,3,0,0,0,0
50,"No","Travel_Frequently",1421,"Research & Development",2,3,"Medical",1,1215,NA,"Female",30,3,4,"Manager",1,"Married",95837,9490,2,"Y","No",22,4,4,80,1,32,3,3,2,2,2,2
28,"No","Travel_Rarely",1179,"Research & Development",NA,NA,"Medical",1,1216,4,"Male",78,2,1,"Laboratory Technician",1,"Married",1928.17761876954,12449,1,"Y",NA,12,3,3,80,3,6,2,3,30,18,3,9
46,"No","Travel_Rarely",1450,"Research & Development",15,2,"Life Sciences",1,1217,4,"Male",52,3,4,"Research Director",2,"Married",17658.5321273112,10849,5,"Y","No",11,3,1,80,1,25,2,1,4,9,0,3
35,"No","Travel_Rarely",1361,"Sales",17,4,"Life Sciences",1,1218,3,"Male",94,3,2,"Sales Executive",1,"Married",545.926737730913,21026,3,"Y","Yes",15,3,4,80,3,15,2,3,7,7,5,7
24,"Yes","Travel_Rarely",984,"Research & Development",17,2,"Life Sciences",1,1219,4,"Female",97,3,1,"Laboratory Technician",1,"Married",7287.33715283738,3372,1,"Y","No",19,4,1,80,1,27,3,1,1,0,0,0
NA,"No","Travel_Frequently",1146,"Sales",25,3,"Medical",1,1220,2,"Female",38,1,2,"Sales Executive",3,"Married",13054.2503894675,4905,0,NA,"No",12,3,NA,18,1,13,3,2,103,7,0,1
36,"No","Travel_Rarely",917,"Research & Development",6,4,"Life Sciences",1,1221,3,"Male",60,1,1,"Laboratory Technician",3,"Divorced",6316.25126729402,6865,1,"Y","No",14,3,3,80,1,7,4,3,7,7,1,7
30,"No","Travel_Rarely",853,"Research & Development",7,2,"Life Sciences",1,1224,3,"Male",49,3,3,"Laboratory Technician",3,"Divorced",314.560336582689,11309,1,"Y","No",13,3,1,80,3,10,4,2,10,8,8,9
44,"No","Travel_Rarely",200,"Research & Development",29,4,NA,NA,787,NA,"Male",32,3,NA,"Research Scientist",4,"Single",1304.14950581998,10949,1,"Y","No",25,4,2,39,3,20,3,3,20,11,NA,17
20,"No","Travel_Rarely",NA,"Sales",21,3,"Marketing",1,1125,4,"Male",43,4,1,"Sales Representative",4,"Single",73765,5050,1,"Y","No",17,3,2,80,0,2,2,3,108,1,1,2
46,"No","Travel_Rarely",150,"Research & Development",2,4,"Technical Degree",1,NA,4,"Male",60,3,2,"Manufacturing Director",4,"Divorced",3378.68653892294,17433,2,"Y","No",11,3,3,80,1,12,3,2,91,3,1,4
42,"No","Non-Travel",179,"Human Resources",2,5,"Medical",97,1231,4,"Male",79,4,2,"Human Resources",1,"Married",17150.7980123545,12858,7,"Y","No",NA,NA,1,80,1,10,3,4,20,3,0,3
60,NA,"Travel_Rarely",696,"Sales",8,5,"Marketing",1,1233,3,"Male",52,4,2,"Sales Executive",4,"Divorced",1696.83143315431,10893,0,"Y","Yes",18,3,2,80,1,12,3,3,11,7,1,9
32,"No","Travel_Frequently",116,"Research & Development",13,3,"Other",1,1586,3,"Female",47,2,1,"Laboratory Technician",2,"Married",3125.18069512626,7331,1,"Y","No",NA,4,3,80,1,2,2,3,2,2,2,7
24,"No","Travel_Frequently",1170,"Research & Development",2,2,"Life Sciences",1,NA,4,"Female",38,4,2,"Research Scientist",3,"Single",6351.36164946822,2338,4,"Y",NA,14,3,4,80,0,10,2,3,8,7,0,7
30,"No",NA,706,"Research & Development",NA,3,NA,26,1237,1,"Female",77,1,2,"Manufacturing Director",NA,NA,8510.27504070544,4235,3,"Y","Yes",21,4,3,80,1,1,2,3,7,7,7,7
33,"No","Travel_Rarely",117,"Research & Development",9,3,"Medical",1,1238,NA,"Male",60,3,1,"Research Scientist",4,"Married",1148.59094235689,13892,NA,"Y","No",13,3,2,80,1,15,5,3,70,10,4,10
40,"No","Travel_Rarely",107,"Sales",10,3,"Technical Degree",1,1239,NA,"Female",84,2,2,"Sales Executive",2,"Divorced",33159.5033131153,11591,7,"Y","No",12,3,2,80,1,28,2,4,37,1,1,3
45,"No","Travel_Rarely",1356,"Sales",10,4,"Life Sciences",1,1240,3,"Male",57,NA,2,"Sales Executive",3,"Single",3960.5754179916,20623,0,"Y","No",14,3,1,80,0,5,4,3,4,3,1,1
30,"No","Travel_Rarely",1465,"Research & Development",1,3,"Medical",1,1241,4,"Male",63,3,1,"Research Scientist",3,"Married",1687,9369,0,NA,"Yes",21,4,1,80,1,NA,3,3,11,1,5,NA
42,"No","Travel_Frequently",458,"Research & Development",26,5,"Medical",1,1242,1,"Female",60,3,5,"Research Director",1,"Married",4024.5324654018,23281,3,"Y","Yes",17,3,3,80,0,20,NA,3,76,0,0,5
35,"No","Non-Travel",1212,"Sales",8,2,"Marketing",1,1243,3,"Female",78,2,5,"Sales Executive",4,"Married",26936.7090173697,13755,4,"Y",NA,19,3,2,80,1,16,6,NA,13,2,4,12
27,"No","Travel_Rarely",1103,"Research & Development",14,1,NA,1,1244,1,"Male",42,3,1,"Research Scientist",3,"Married",815.355784114866,14377,1,"Y","Yes",14,3,4,74,2,9,3,2,9,7,6,8
54,"No","Travel_Frequently",966,"Research & Development",1,4,"Life Sciences",1,17,4,"Female",53,3,3,"Manufacturing Director",3,"Divorced",62909,9659,7,"Y","No",NA,NA,1,80,1,33,2,1,5,4,NA,4
44,"No","Travel_Rarely",1117,"Research & Development",2,1,"Life Sciences",1,NA,1,"Female",72,4,1,"Research Scientist",4,"Married",2130.32565450932,19982,1,"Y","No",13,3,4,80,1,10,5,NA,10,5,7,7
56,"Yes","Non-Travel",504,NA,10,3,"Medical",NA,1248,1,"Female",96,2,1,"Research Scientist",2,"Single",441.912244489275,6148,1,"Y","Yes",NA,4,1,80,0,1,2,2,1,1,NA,0
29,NA,"Travel_Rarely",1010,"Research & Development",1,NA,"Life Sciences",1,1249,1,"Female",97,3,1,"Research Scientist",4,"Divorced",142.498563990524,5598,1,"Y","No",NA,3,1,80,3,19,5,3,3,2,1,NA
54,"No","Travel_Rarely",685,"Research & Development",3,3,"Life Sciences",1,1250,4,"Male",85,3,4,NA,4,"Married",71205.0839620627,23474,6,"Y","No",14,3,NA,80,0,36,2,3,10,9,0,9
31,"No","Travel_Rarely",441,NA,11,2,"Medical",1,1251,3,"Male",NA,3,2,"Healthcare Representative",1,NA,1376.72168053581,17089,0,"Y","Yes",12,3,4,80,0,6,2,2,NA,5,0,1
31,"No","Travel_Rarely",1062,"Research & Development",24,3,"Medical",1,1252,3,"Female",96,2,2,"Healthcare Representative",1,"Single",12472.2470094781,17198,NA,NA,"No",19,3,3,80,0,10,2,1,NA,9,1,16
59,"No","Travel_Rarely",326,"Sales",3,3,"Life Sciences",1,NA,NA,"Female",48,2,2,"Sales Executive",4,"Single",8202.67723977264,16490,5,NA,"No",17,3,4,80,0,13,2,3,6,1,0,5
43,"No","Travel_Rarely",920,"Research & Development",3,3,"Life Sciences",1,732,1,"Male",96,1,5,"Research Director",4,"Married",12380.6803835805,6165,3,"Y","No",NA,NA,2,80,1,37,2,3,8,7,0,7
49,"No","Travel_Rarely",1098,"Research & Development",4,2,"Medical",1,1256,1,"Male",85,2,5,"Manager",3,"Married",5754.67352981085,12124,2,"Y","No",13,3,3,80,1,23,2,4,1,0,0,8
36,"No","Travel_Frequently",469,"Research & Development",3,NA,"Technical Degree",1,1257,3,"Male",46,3,1,"Research Scientist",2,"Married",1087.74235971368,9256,1,"Y","No",12,3,3,80,0,5,2,2,11,9,0,7
NA,"No","Travel_Rarely",969,"Research & Development",6,2,"Technical Degree",1,1258,4,NA,76,4,1,"Laboratory Technician",2,"Single",76138,16620,5,"Y","No",11,3,3,80,0,11,4,2,5,0,0,0
27,"No","Travel_Rarely",1167,"Research & Development",4,2,"Life Sciences",1,1259,1,"Male",76,3,1,"Research Scientist",3,"Divorced",2989.02342800955,3208,1,"Y","No",11,3,2,80,3,5,2,3,5,3,0,3
NA,"No","Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",1,NA,3,"Male",82,3,2,"Healthcare Representative",4,NA,NA,4204,1,"Y",NA,11,3,2,80,2,6,2,3,6,0,1,0
48,"No","Travel_Rarely",715,"Research & Development",1,3,"Life Sciences",1,1263,NA,"Male",76,2,5,"Research Director",1,"Single",27990.9243352342,8733,6,"Y","No",12,3,3,80,0,25,6,4,1,0,0,0
29,"No","Travel_Rarely",694,"Research & Development",1,3,"Life Sciences",44,1264,4,"Female",87,2,4,"Research Director",4,"Divorced",41376.8914068698,3423,3,"Y","No",14,3,NA,80,2,15,2,2,7,7,1,7
34,"No","Travel_Rarely",1320,"Research & Development",20,1,"Technical Degree",1,1265,3,"Female",89,4,1,"Research Scientist",3,"Married",127.763625717578,16379,0,"Y","No",17,3,4,80,0,2,5,2,1,17,0,0
44,"No","Travel_Rarely",1099,"Sales",5,3,"Marketing",1,1267,2,"Male",88,3,5,"Manager",NA,"Married",30370.4515710466,8751,7,"Y","No",11,3,3,80,1,26,5,3,22,9,3,10
33,NA,"Travel_Rarely",536,"Sales",10,5,"Marketing",1,1268,4,"Male",82,4,3,"Sales Executive",3,"Divorced",3346.04367169851,21708,NA,"Y","Yes",14,3,4,3,3,10,3,3,9,8,0,8
19,NA,"Travel_Rarely",265,"Research & Development",25,3,"Life Sciences",1,1269,NA,"Female",57,4,1,"Research Scientist",4,"Single",NA,NA,1,"Y","Yes",12,3,NA,98,0,1,2,3,1,0,0,1
23,"No","Travel_Rarely",373,"Research & Development",1,2,"Life Sciences",1,1270,4,"Male",55,3,1,"Research Scientist",3,NA,2339.03672146307,6763,1,"Y","No",22,4,4,80,1,1,2,3,1,0,0,1
25,"Yes","Travel_Frequently",599,"Sales",24,1,"Life Sciences",1,1273,3,"Male",73,1,1,NA,NA,"Single",2644.84745385022,22870,8,"Y","Yes",NA,3,4,80,0,1,4,3,101,0,1,0
26,"No","Travel_Rarely",NA,"Research & Development",4,2,"Life Sciences",1,1275,3,"Male",53,3,NA,"Research Scientist",NA,"Single",2004.42405284785,9973,1,"Y","Yes",20,4,1,80,2,8,NA,2,8,5,2,2
45,"Yes","Travel_Rarely",1449,"Sales",2,3,"Marketing",1,1277,1,"Female",94,1,5,"Manager",2,"Single",44076.7802861665,2493,NA,"Y","Yes",16,3,1,80,0,26,2,3,24,10,1,11
55,"No","Non-Travel",NA,"Research & Development",8,1,"Medical",1,1278,4,"Male",37,2,4,"Healthcare Representative",2,"Divorced",11944.9334005802,25592,1,"Y","Yes",NA,3,4,80,1,NA,3,3,63,9,15,0
21,"Yes","Travel_Frequently",251,"Research & Development",10,2,"Life Sciences",1,1279,4,"Female",45,2,1,"Laboratory Technician",3,"Single",85942,25308,1,"Y","No",20,4,3,80,0,2,2,1,2,2,2,2
46,"No","Travel_Rarely",168,"Sales",4,2,"Marketing",1,1280,4,"Female",33,2,5,"Manager",3,"Married",710.763002370433,16716,2,"Y","No",14,3,3,80,1,26,2,3,11,4,0,8
34,"No","Travel_Rarely",131,"Sales",2,3,"Marketing",1,1281,3,"Female",86,3,2,"Sales Executive",1,"Single",593.487582267484,6039,0,"Y","Yes",12,3,4,80,0,NA,3,3,3,2,NA,2
51,"No","Travel_Frequently",237,"Sales",20,3,"Life Sciences",1,1282,NA,"Male",83,3,5,"Manager",2,"Divorced",44586.7131012765,19196,4,"Y","Yes",24,4,1,80,1,31,NA,2,29,10,NA,10
59,"No","Travel_Rarely",1429,"Research & Development",NA,4,"Medical",1,1732,4,"Male",67,3,3,"Manufacturing Director",4,"Single",15427.4827220163,20002,6,"Y","No",20,3,4,80,1,25,6,2,9,7,5,4
34,"No","Travel_Frequently",NA,"Research & Development",19,3,"Medical",1,1285,3,"Female",51,3,2,"Laboratory Technician",2,"Divorced",5457.82970378655,7576,4,"Y","No",13,3,3,NA,2,15,3,4,11,8,5,10
28,"No","Travel_Frequently",791,"Research & Development",1,4,"Medical",1,1286,4,"Male",44,3,1,"Laboratory Technician",NA,"Single",79758,6842,6,"Y",NA,11,3,3,80,3,5,2,2,4,2,0,2
44,"No","Travel_Rarely",1199,"Research & Development",4,2,"Life Sciences",1,1288,3,"Male",92,4,5,"Manager",NA,"Divorced",76625.2958125193,17477,1,NA,"No",14,3,4,80,2,26,4,2,25,9,14,13
34,"No","Travel_Frequently",648,"Human Resources",11,3,"Life Sciences",1,1289,3,"Male",56,2,5,"Human Resources",2,"Married",7177.95211095406,21833,4,"Y","No",22,3,4,80,2,14,5,4,10,9,1,8
35,"No","Travel_Rarely",735,"Research & Development",6,1,"Life Sciences",1,1291,3,"Male",66,3,1,"Research Scientist",3,"Married",NA,6020,0,"Y","Yes",14,3,4,25,0,4,3,3,3,2,2,2
42,"No","Travel_Rarely",603,"Research & Development",7,4,"Medical",1,1292,2,"Female",78,4,NA,"Research Scientist",2,NA,5069.8444192615,5628,6,"Y","Yes",16,3,3,92,0,18,2,3,1,2,0,0
53,"No","Travel_Rarely",531,"Sales",4,4,"Marketing",1,1293,4,"Female",56,2,3,"Sales Executive",4,"Single",30916.420059566,20364,3,"Y","No",14,3,4,80,0,23,3,4,21,7,15,17
36,"No","Travel_Rarely",429,NA,2,4,"Life Sciences",96,1340,3,"Female",53,3,2,"Manufacturing Director",2,"Single",2464.46762577018,2323,9,"Y","Yes",18,4,4,80,0,18,2,3,72,14,5,12
44,"Yes",NA,NA,"Research & Development",15,3,"Medical",1,1295,1,"Female",73,3,3,"Healthcare Representative",4,NA,11477.1282781991,14075,1,"Y","No",11,3,4,80,1,10,2,3,59,7,0,5
28,"No","Travel_Frequently",193,"Research & Development",2,2,"Life Sciences",1,1296,4,"Male",52,2,1,"Laboratory Technician",4,"Married",5087.09555814817,14222,5,"Y","Yes",12,NA,3,80,1,2,2,4,2,2,2,2
53,"No","Travel_Frequently",439,"Research & Development",6,2,"Medical",1,1297,2,NA,40,2,1,"Laboratory Technician",3,"Single",616.634016220269,4257,0,"Y","No",14,3,2,80,0,8,6,3,7,NA,7,7
30,"No","Non-Travel",879,"Research & Development",9,2,"Medical",1,1298,3,"Female",94,3,2,"Manufacturing Director",3,"Single",5173.6300533159,12858,7,"Y","Yes",18,3,3,80,NA,NA,3,3,8,4,5,7
29,"Yes",NA,806,"Research & Development",7,3,"Technical Degree",1,787,2,"Female",NA,3,1,"Laboratory Technician",4,"Divorced",361.050204241648,17285,3,"Y","Yes",13,3,1,NA,2,10,2,3,NA,7,7,7
28,"No","Travel_Rarely",640,"Research & Development",1,5,"Technical Degree",1,1301,4,"Male",84,2,1,"Research Scientist",1,"Single",638.094852599009,4732,2,"Y","No",11,3,2,80,0,5,2,2,3,2,1,2
25,"No","Travel_Rarely",266,"Research & Development",1,3,"Medical",1,1576,4,"Female",40,3,1,"Research Scientist",2,"Single",7675.83361196404,18830,1,"Y",NA,18,3,1,53,0,2,3,2,27,2,2,1
32,"No","Travel_Rarely",NA,"Sales",8,3,"Medical",NA,1304,3,"Male",56,4,2,"Sales Executive",4,"Married",1182.56974253708,11312,1,"Y","No",15,3,3,80,NA,10,4,4,10,7,0,8
NA,"No","Travel_Frequently",1101,"Research & Development",25,5,"Medical",1,NA,3,"Female",83,3,5,"Manager",2,"Single",23432.0791275027,13035,3,"Y","No",NA,4,3,80,0,22,4,3,17,0,0,16
39,"No","Travel_Rarely",412,"Research & Development",13,4,"Medical",1,1307,3,"Female",94,2,4,"Manager",NA,"Divorced",10037.3561125896,17334,6,"Y","Yes",23,3,4,80,2,21,4,3,19,9,NA,2
58,"No","Travel_Rarely",848,"Research & Development",17,4,"Life Sciences",1,1308,1,"Male",88,3,1,"Research Scientist",3,"Divorced",2883.35078661097,NA,NA,NA,"No",12,4,4,80,2,2,3,3,10,2,2,2
32,"Yes","Travel_Rarely",1089,"Research & Development",7,2,"Life Sciences",1,1309,4,"Male",79,3,2,"Laboratory Technician",3,"Married",1961.82968237375,22845,NA,"Y","No",18,3,1,80,1,10,3,3,10,4,1,1
39,"Yes","Travel_Rarely",NA,"Research & Development",23,3,"Medical",1,1310,4,"Male",99,3,1,"Research Scientist",1,"Single",3441.39370559874,22154,0,"Y","No",13,4,1,80,0,6,2,3,5,2,0,3
30,"No","Travel_Rarely",1138,"Research & Development",6,3,"Technical Degree",1,1311,1,"Female",48,2,2,"Laboratory Technician",4,"Married",14019.2291824524,23631,0,"Y","No",12,3,1,80,1,10,6,3,9,2,13,7
36,NA,"Travel_Rarely",485,"Research & Development",10,4,"Technical Degree",1,1312,4,"Female",63,3,3,"Healthcare Representative",3,"Married",5022.04859499718,NA,3,"Y","No",12,3,1,80,0,10,0,3,7,5,1,7
46,"No","Travel_Rarely",991,"Human Resources",1,2,NA,1,1314,1,"Female",44,3,1,"Human Resources",1,"Single",2235.85295626538,12188,7,"Y","No",12,3,3,80,0,NA,3,3,7,6,5,7
28,"No","Non-Travel",1234,"Research & Development",1,3,"Life Sciences",1,813,3,"Female",55,1,2,"Laboratory Technician",4,"Married",67288,16392,0,"Y","No",17,3,1,NA,3,10,6,3,9,8,12,NA
50,"No","Travel_Rarely",1322,"Research & Development",28,3,"Life Sciences",1,1317,4,"Female",43,3,4,"Research Director",1,"Married",2681.59740561531,22422,7,"Y","Yes",12,3,2,80,0,1,2,4,3,2,1,2
NA,"Yes","Travel_Rarely",299,"Sales",25,4,"Marketing",1,1318,4,"Male",57,2,3,"Sales Executive",2,"Single",6683.49814391595,17235,2,"Y",NA,12,3,3,80,0,9,2,3,5,10,1,0
52,"Yes","Travel_Rarely",1030,"Sales",5,3,"Life Sciences",1,1319,2,"Male",64,3,NA,"Sales Executive",2,"Single",87.7222773274014,21534,9,"Y","Yes",19,3,3,80,0,10,2,2,8,7,7,7
34,"No","Travel_Rarely",634,"Research & Development",17,4,"Medical",1,1321,2,"Female",95,3,3,"Manager",1,"Married",12511.1682815541,25927,1,"Y","Yes",23,4,4,80,2,9,2,3,107,1,NA,8
39,"No","Travel_Rarely",524,"Research & Development",5,2,"Life Sciences",1,1322,1,"Male",32,3,2,"Manufacturing Director",NA,"Single",12809.5964205815,13352,0,"Y","No",11,3,1,NA,0,9,6,3,8,10,1,7
31,"No","Non-Travel",675,"Sales",2,4,"Life Sciences",1,42,4,"Female",57,3,3,"Sales Executive",2,"Divorced",49863,8935,1,"Y","Yes",19,3,1,80,1,10,5,2,10,8,9,6
41,"No","Non-Travel",256,"Sales",10,NA,"Medical",1,1329,3,"Male",40,1,5,"Sales Executive",2,"Single",8634.09050532943,22074,1,"Y","No",13,3,1,80,1,19,4,4,58,17,11,11
31,"Yes","Travel_Frequently",NA,"Sales",25,3,"Life Sciences",18,1862,1,"Female",54,3,1,"Sales Representative",2,"Single",107.181711584138,8319,1,"Y",NA,11,3,1,80,0,39,6,4,3,2,2,2
44,"Yes","Travel_Rarely",935,"Research & Development",21,3,"Life Sciences",1,1333,2,"Male",89,3,1,"Laboratory Technician",1,"Married",6953.68459566088,14669,4,"Y","No",12,3,3,80,0,NA,4,4,3,2,1,2
